review_id,sentiment,main_category,subcategory,severity,confidence,evidence,branch_id,created_at,branch_name,source,rating,evidence_2,content,additional_evidence,more_evidence,final_evidence
rev_12905,0.5,FOOD,FOOD_TASTE,1.0,1.0,mì ý hơi cay nhưng cũng rất ok,branch_hang_bo,2026-05-05T12:15:56+07:00,Hàng Bồ,shopeefood,1,,,,,
rev_12905,0.5,FOOD,FOOD_FRESHNESS,1.0,1.0,salad tươi,branch_hang_bo,2026-05-05T12:15:56+07:00,Hàng Bồ,shopeefood,1,,,,,
rev_12905,0.5,AMBIENCE,AMBIENCE_DECOR,1.0,1.0,không gian rộng rãi thoáng mát trang trí cũng ok,branch_hang_bo,2026-05-05T12:15:56+07:00,Hàng Bồ,shopeefood,1,,,,,
rev_12905,1.0,SERVICE,SERVICE_STAFF_ATTITUDE,1.0,1.0,phục vụ thân thiện dễ thương,branch_hang_bo,2026-05-05T12:15:56+07:00,Hàng Bồ,shopeefood,1,,,,,
rev_12905,1.0,SERVICE,SERVICE_WAIT_TIME,1.0,1.0,nhanh nhẹn,branch_hang_bo,2026-05-05T12:15:56+07:00,Hàng Bồ,shopeefood,1,,,,,
rev_12905,0.5,FOOD,FOOD_TEMPERATURE,1.0,1.0,món ra khoảng 15p ăn nóng hổi,branch_hang_bo,2026-05-05T12:15:56+07:00,Hàng Bồ,shopeefood,1,,,,,
rev_12904,1.0,FOOD,FOOD_TASTE,1.0,1.0,lẩu ếch rất ngon. gọi nồi lẩu ếch to nước ngon lắm. đồ ăn cũng rất ngon.,branch_ly_quoc_su,2026-05-05T12:36:05+07:00,Lý Quốc Sư,shopeefood,1,,,,,
rev_12865,-1.0,SERVICE,SERVICE_ACCURACY,4.0,1.0,"tui đặt mì mà tui ghi chú rất rõ cho quán và ghi chú cho tài xế là làm cấp độ 0,5 nhé.ok rồi vậy mà ship cho tui bát mì phải cấp độ 3.4",branch_nguyen_hue,2026-05-05T12:40:25+07:00,Nguyễn Huệ,grabfood,0,,,,,
rev_12865,-1.0,FOOD,FOOD_TASTE,4.0,1.0,tui k thể ăn được nổi miếng nào vì nó rất rất cay,branch_nguyen_hue,2026-05-05T12:40:25+07:00,Nguyễn Huệ,grabfood,0,,,,,
rev_12892,0.5,FOOD,FOOD_TASTE,1.0,1.0,ngon,branch_ly_quoc_su,2026-05-05T12:40:27+07:00,Lý Quốc Sư,google_maps,1,,,,,
rev_12892,0.5,AMBIENCE,AMBIENCE_CLEANLINESS,1.0,1.0,sạch,branch_ly_quoc_su,2026-05-05T12:40:27+07:00,Lý Quốc Sư,google_maps,1,,,,,
rev_12886,0.5,FOOD,FOOD_TASTE,1.0,0.9,thèm bát súp gà nóng hổi,branch_truong_dinh,2026-05-05T12:47:15+07:00,Trương Định,google_maps,1,,,,,
rev_12887,-0.5,AMBIENCE,AMBIENCE_COMFORT,2.0,1.0,trông khá chật chội,branch_giai_phong,2026-05-05T12:47:37+07:00,Giải Phóng,google_maps,0,,,,,
rev_12887,-0.5,AMBIENCE,AMBIENCE_CLEANLINESS,3.0,1.0,ko đc vệ sinh,branch_giai_phong,2026-05-05T12:47:37+07:00,Giải Phóng,google_maps,0,,,,,
rev_12887,-0.5,PRICE,PRICE_VALUE_FOR_MONEY,2.0,1.0,giá đắt hơn bình thường (tầm 35k),branch_giai_phong,2026-05-05T12:47:37+07:00,Giải Phóng,google_maps,0,,,,,
rev_12887,-1.0,FOOD,FOOD_TASTE,3.0,1.0,ăn vào thấy phí cả mồm,branch_giai_phong,2026-05-05T12:47:37+07:00,Giải Phóng,google_maps,0,,,,,
rev_12887,-0.5,FOOD,FOOD_TASTE,2.0,1.0,nộm thì chua như dấm,branch_giai_phong,2026-05-05T12:47:37+07:00,Giải Phóng,google_maps,0,,,,,
rev_12887,-1.0,FOOD,FOOD_FRESHNESS,4.0,1.0,pate trông kém vệ sinh,branch_giai_phong,2026-05-05T12:47:37+07:00,Giải Phóng,google_maps,0,,,,,
rev_12887,-0.5,FOOD,FOOD_TASTE,2.0,1.0,xôi thì cứng,branch_giai_phong,2026-05-05T12:47:37+07:00,Giải Phóng,google_maps,0,,,,,
rev_12901,0.0,PRICE,PRICE_VALUE_FOR_MONEY,1.0,0.9,"tính ra bánh khá đắt so với bánh mì truyền thống (10-20k), tuy nhiên ăn thử thì mình thấy khá ổn",branch_nguyen_hue,2026-05-05T12:58:17+07:00,Nguyễn Huệ,google_maps,1,,,,,
rev_12901,0.5,FOOD,FOOD_PORTION,1.0,1.0,nhân phần thịt/chả khá đầy đặn,branch_nguyen_hue,2026-05-05T12:58:17+07:00,Nguyễn Huệ,google_maps,1,,,,,
rev_12901,0.5,FOOD,FOOD_TASTE,1.0,1.0,"bánh mì đặc ruột, vỏ vẫn còn giòn",branch_nguyen_hue,2026-05-05T12:58:17+07:00,Nguyễn Huệ,google_maps,1,,,,,
rev_12901,1.0,SERVICE,SERVICE_STAFF_ATTITUDE,1.0,1.0,anh chủ quán rất lịch sự và thân thiện,branch_nguyen_hue,2026-05-05T12:58:17+07:00,Nguyễn Huệ,google_maps,1,,,,,
rev_12901,1.0,SERVICE,SERVICE_PROFESSIONALISM,1.0,1.0,anh gợi ý luôn là gọi 2 loại nhân khác nhau rồi cắt đôi thì mỗi người đều được thử 2 vị. ảnh cũng nhiệt tình trả lời khi bọn mình hỏi thăm.,branch_nguyen_hue,2026-05-05T12:58:17+07:00,Nguyễn Huệ,google_maps,1,,,,,
rev_12901,0.0,FOOD,FOOD_TASTE,1.0,1.0,bánh bôm bốp ăn khá bình thường,branch_nguyen_hue,2026-05-05T12:58:17+07:00,Nguyễn Huệ,google_maps,1,,,,,
rev_12901,1.0,FOOD,FOOD_TASTE,1.0,1.0,"bánh chả cua ăn quá ngon, chả nhiều mà thơm vị. ăn đã lắm.",branch_nguyen_hue,2026-05-05T12:58:17+07:00,Nguyễn Huệ,google_maps,1,,,,,
rev_12855,0.5,FOOD,FOOD_TASTE,1.0,1.0,lần này uống thảo mộc thì thấy thích hơn,branch_aeon_mall_ha_dong,2026-05-05T13:01:07+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12855,-0.5,FOOD,FOOD_TASTE,2.0,1.0,nhưng bị bạn gái chê là khó uống,branch_aeon_mall_ha_dong,2026-05-05T13:01:07+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12855,-0.5,FOOD,FOOD_TASTE,2.0,1.0,"bánh có 4 lớp nhưng mà bị khô, ko ngon lắm, lần sau sẽ không ăn bánh này nữa",branch_aeon_mall_ha_dong,2026-05-05T13:01:07+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12885,0.5,FOOD,FOOD_PORTION,1.0,1.0,đầy ụ mình ko ăn hết,branch_kim_nguu,2026-05-05T13:01:47+07:00,Kim Ngưu,grabfood,1,,,,,
rev_12885,0.5,FOOD,FOOD_TASTE,1.0,1.0,cơm dẻo,branch_kim_nguu,2026-05-05T13:01:47+07:00,Kim Ngưu,grabfood,1,,,,,
rev_12885,0.5,FOOD,FOOD_TASTE,1.0,1.0,thịt gà mềm,branch_kim_nguu,2026-05-05T13:01:47+07:00,Kim Ngưu,grabfood,1,,,,,
rev_12885,0.0,FOOD,FOOD_TASTE,1.0,1.0,nước sốt mình thấy chưa đc đậm đà. cũng ổn thôi chứ chưa gọi là ngon.,branch_kim_nguu,2026-05-05T13:01:47+07:00,Kim Ngưu,grabfood,1,,,,,
rev_12885,-0.5,AMBIENCE,AMBIENCE_COMFORT,2.0,1.0,"quán khá nóng, ko có điều hoà mà chỉ có quạt thôi",branch_kim_nguu,2026-05-05T13:01:47+07:00,Kim Ngưu,grabfood,1,,,,,
rev_12862,-1.0,SERVICE,SERVICE_ACCURACY,4.0,1.0,tính tiền kem nhưng khi ship đến thì k có 1 tí kem nào. sẽ kbh quay lại,branch_truong_dinh,2026-05-05T13:04:59+07:00,Trương Định,grabfood,0,,,,,
rev_12858,1.0,FOOD,FOOD_TASTE,1.0,1.0,uống xong 2 cốc phê cả người. đồ uống ngon. trân châu mềm đúng ý mình. duyệt.,branch_vo_chi_cong,2026-05-05T13:06:13+07:00,Võ Chí Công,facebook,0,,,,,
rev_12858,0.5,SERVICE,SERVICE_STAFF_ATTITUDE,1.0,0.9,thái độ nhân viên phục vụ,branch_vo_chi_cong,2026-05-05T13:06:13+07:00,Võ Chí Công,facebook,0,,,,,
rev_12859,0.5,AMBIENCE,AMBIENCE_SEATING,1.0,0.9,không gian khá rộng,branch_cau_giay,2026-05-05T13:06:41+07:00,Cầu Giấy,facebook,1,,,,,
rev_12859,0.5,FOOD,FOOD_TASTE,1.0,0.95,đồ ăn thì khá ổn,branch_cau_giay,2026-05-05T13:06:41+07:00,Cầu Giấy,facebook,1,,,,,
rev_12859,0.5,FOOD,FOOD_PORTION,1.0,0.95,đầy đặn,branch_cau_giay,2026-05-05T13:06:41+07:00,Cầu Giấy,facebook,1,,,,,
rev_12859,1.0,SERVICE,SERVICE_STAFF_ATTITUDE,1.0,1.0,rất nhiệt tình và chu đáo,branch_cau_giay,2026-05-05T13:06:41+07:00,Cầu Giấy,facebook,1,,,,,
rev_12867,-0.5,FOOD,FOOD_TASTE,2.0,0.9,chỉ gọi la ăn tạm dc,branch_aeon_mall_ha_dong,2026-05-05T13:20:31+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12867,0.0,PRICE,PRICE_VALUE_FOR_MONEY,1.0,0.85,so vs giá,branch_aeon_mall_ha_dong,2026-05-05T13:20:31+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12867,0.5,AMBIENCE,AMBIENCE_DECOR,1.0,0.9,k gian thì thấy cũng ổn,branch_aeon_mall_ha_dong,2026-05-05T13:20:31+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12874,0.5,FOOD,FOOD_TASTE,1.0,0.95,"vị rất ok, ko bị ngọt quá",branch_truong_dinh,2026-05-05T13:20:37+07:00,Trương Định,grabfood,1,,,,,
rev_12874,-0.5,FOOD,FOOD_TEMPERATURE,1.0,0.9,kem tươi chảy nhanh,branch_truong_dinh,2026-05-05T13:20:37+07:00,Trương Định,grabfood,1,,,,,
rev_12874,-0.5,SERVICE,SERVICE_ACCURACY,2.0,0.95,quán để lẫn vs sầu riêng,branch_truong_dinh,2026-05-05T13:20:37+07:00,Trương Định,grabfood,1,,,,,
rev_12874,-0.5,FOOD,FOOD_TASTE,2.0,0.95,sc thực sự ngọt quá,branch_truong_dinh,2026-05-05T13:20:37+07:00,Trương Định,grabfood,1,,,,,
rev_12884,-0.5,OTHER,OTHER,1.0,0.9,quán hơi khó tìm,branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,1.0,AMBIENCE,AMBIENCE_DECOR,1.0,0.95,"khá rộng và đẹp, dù chỉ ở tầng 1, lịch sự và trang nhã",branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,0.5,AMBIENCE,AMBIENCE_SEATING,1.0,0.9,bàn ghế mình cũng thấy đẹp à,branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,1.0,FOOD,FOOD_TASTE,1.0,0.95,"sinh tố chanh leo hạt é ngon lắm nhá, rất vừa miệng",branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,0.5,PRICE,PRICE_VALUE_FOR_MONEY,1.0,0.9,đồ uống khá rẻ,branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,0.5,FOOD,FOOD_TASTE,1.0,0.85,vị có duyên phết,branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,1.0,FOOD,FOOD_PORTION,1.0,0.95,sườn thì siêu nhiều nhé,branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,0.5,FOOD,FOOD_TEMPERATURE,1.0,0.9,giữ nhiệt lâu lắm,branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12884,1.0,PRICE,PRICE_PROMOTION,1.0,0.95,"đang giá chỉ có 29k ý, siêu rẻ",branch_aeon_mall_ha_dong,2026-05-05T13:21:56+07:00,Aeon Mall Hà Đông,google_maps,1,,,,,
rev_12868,1.0,FOOD,FOOD_TASTE,1.0,1.0,cháo ếch singapore rất ngon,branch_ly_quoc_su,2026-05-05T13:29:12+07:00,Lý Quốc Sư,shopeefood,1,,,,,
rev_12868,-0.5,AMBIENCE,AMBIENCE_SEATING,1.0,0.95,không gian hơi chật,branch_ly_quoc_su,2026-05-05T13:29:12+07:00,Lý Quốc Sư,shopeefood,1,,,,,
rev_12868,0.5,AMBIENCE,AMBIENCE_CLEANLINESS,1.0,0.95,sạch sẽ,branch_ly_quoc_su,2026-05-05T13:29:12+07:00,Lý Quốc Sư,shopeefood,1,,,,,
rev_12868,0.5,AMBIENCE,AMBIENCE_DECOR,1.0,0.9,đẹp,branch_ly_quoc_su,2026-05-05T13:29:12+07:00,Lý Quốc Sư,shopeefood,1,,,,,
rev_12868,0.5,PRICE,PRICE_VALUE_FOR_MONEY,1.0,0.9,giá tiền cũng tương đối phù hợp,branch_ly_quoc_su,2026-05-05T13:29:12+07:00,Lý Quốc Sư,shopeefood,1,,,,,
rev_12868,1.0,SERVICE,SERVICE_STAFF_ATTITUDE,1.0,0.95,nhân viên phục vụ nhiệt tình,branch_ly_quoc_su,2026-05-05T13:29:12+07:00,Lý Quốc Sư,shopeefood,1,,,,,
rev_12896,0.5,OTHER,OTHER,1.0,0.85,dễ tìm,branch_vincom,2026-05-05T13:30:21+07:00,Vincom,shopeefood,1,,,,,
rev_12896,-0.5,SERVICE,SERVICE_WAIT_TIME,2.0,0.95,phục vụ chậm hơn,branch_vincom,2026-05-05T13:30:21+07:00,Vincom,shopeefood,1,,,,,
rev_12896,-0.5,SERVICE,SERVICE_STAFF_ATTITUDE,2.0,0.95,"trả lời nhát gừng, không hồ hởi",branch_vincom,2026-05-05T13:30:21+07:00,Vincom,shopeefood,1,,,,,
rev_12896,-0.5,FOOD,FOOD_TASTE,2.0,0.95,cơm rang và thịt bò hơi khô. còn dưa xào bị mặn và ngấm dầu,branch_vincom,2026-05-05T13:30:21+07:00,Vincom,shopeefood,1,,,,,
rev_12896,0.5,FOOD,FOOD_TASTE,1.0,0.95,"cải chíp xào ngon, vừa miệng",branch_vincom,2026-05-05T13:30:21+07:00,Vincom,shopeefood,1,,,,,
rev_12896,0.5,FOOD,FOOD_PRESENTATION,1.0,0.9,trình bày đẹp,branch_vincom,2026-05-05T13:30:21+07:00,Vincom,shopeefood,1,,,,,
rev_12896,0.5,PRICE,PRICE_VALUE_FOR_MONEY,1.0,0.9,chè tươi 5k / cốc,branch_vincom,2026-05-05T13:30:21+07:00,Vincom,shopeefood,1,,,,,
rev_12873,0.5,FOOD,FOOD_TASTE,1.0,0.9,ăn bát xôi chất lượng,branch_kim_nguu,2026-05-05T13:37:37+07:00,Kim Ngưu,shopeefood,1,,,,,
rev_12873,0.5,PRICE,PRICE_VALUE_FOR_MONEY,1.0,0.95,giá cả ấm lòng,branch_kim_nguu,2026-05-05T13:37:37+07:00,Kim Ngưu,shopeefood,1,,,,,
rev_12851,0.5,FOOD,FOOD_TEMPERATURE,1.0,0.9,bánh còn nóng,branch_giai_phong,2026-05-05T13:39:39+07:00,Giải Phóng,grabfood,1,,,,,
rev_12851,0.5,FOOD,FOOD_TASTE,1.0,0.9,vỏ giòn,branch_giai_phong,2026-05-05T13:39:39+07:00,Giải Phóng,grabfood,1,,,,,
rev_12851,-0.5,FOOD,FOOD_PORTION,1.0,0.9,bánh bé cắn 2 miếng là hết,branch_giai_phong,2026-05-05T13:39:39+07:00,Giải Phóng,grabfood,1,,,,,
rev_12851,-0.5,AMBIENCE,AMBIENCE_SEATING,1.0,0.95,không có chỗ ngồi,branch_giai_phong,2026-05-05T13:39:39+07:00,Giải Phóng,grabfood,1,,,,,
rev_12851,-0.5,SERVICE,SERVICE_STAFF_ATTITUDE,2.0,0.95,cô chủ không niềm nở lắm,branch_giai_phong,2026-05-05T13:39:39+07:00,Giải Phóng,grabfood,1,,,,,
rev_12851,0.5,PRICE,PRICE_VALUE_FOR_MONEY,1.0,0.9,giá 5k/chiếc,branch_giai_phong,2026-05-05T13:39:39+07:00,Giải Phóng,grabfood,1,,,,,
rev_12903,0.5,FOOD,FOOD_TASTE,1.0,0.95,ngon hơn nhiều chỗ,branch_aeon_mall_ha_dong,2026-05-05T13:43:33+07:00,Aeon Mall Hà Đông,shopeefood,1,,,,,
rev_12903,-0.5,FOOD,FOOD_TASTE,1.0,0.9,hơi mặn,branch_aeon_mall_ha_dong,2026-05-05T13:43:33+07:00,Aeon Mall Hà Đông,shopeefood,1,,,,,
rev_12903,0.5,FOOD,FOOD_TASTE,1.0,0.9,vừa miệng hơn,branch_aeon_mall_ha_dong,2026-05-05T13:43:33+07:00,Aeon Mall Hà Đông,shopeefood,1,,,,,
rev_12888,0.5,FOOD,FOOD_PORTION,1.0,0.95,bát xôi to đầy đặn,branch_nguyen_chi_thanh,2026-05-05T14:01:30+07:00,Nguyễn Chí Thanh,google_maps,1,,,,,
rev_12888,-0.5,FOOD,FOOD_TASTE,2.0,0.95,bát xôi nhiều mỡ quá,branch_nguyen_chi_thanh,2026-05-05T14:01:30+07:00,Nguyễn Chí Thanh,google_maps,1,,,,,
